ID;date;subj.id;age;sex;condition;test_order;order;session;trial;other_pair;rewarded;experiment
223;19.06.21;Nkuumwa;25;f;test;controlfirst;study4first;2;7;no;no;study4
224;18.06.21;Bwambale;21;m;test;controlfirst;study3first;1;2;no;yes;study3
224;19.06.21;Nkuumwa;25;f;test;controlfirst;study4first;2;8;yes;yes;study4
225;18.06.21;Bwambale;21;m;test;controlfirst;study3first;1;3;yes;no;study3
225;19.06.21;Nkuumwa;25;f;test;controlfirst;study4first;2;9;yes;yes;study4
226;18.06.21;Bwambale;21;m;test;controlfirst;study3first;1;4;no;yes;study3
226;19.06.21;Nkuumwa;25;f;test;controlfirst;study4first;2;10;yes;yes;study4
227;18.06.21;Bwambale;21;m;test;controlfirst;study3first;1;5;yes;yes;study3
227;19.06.21;Nkuumwa;25;f;test;controlfirst;study4first;2;11;yes;yes;study4
228;18.06.21;Bwambale;21;m;test;controlfirst;study3first;1;6;no;yes;study3
228;19.06.21;Nkuumwa;25;f;test;controlfirst;study4first;2;12;yes;no;study4
229;19.06.21;Indi;22;m;test;controlfirst;study3first;1;1;yes;yes;study3
229;19.06.21;Nakuu;20;f;test;controlfirst;study4first;2;7;yes;no;study4
230;19.06.21;Indi;22;m;test;controlfirst;study3first;1;2;no;yes;study3
230;19.06.21;Nakuu;20;f;test;controlfirst;study4first;2;8;yes;yes;study4
231;19.06.21;Indi;22;m;test;controlfirst;study3first;1;3;no;yes;study3
231;20.06.21;Nakuu;20;f;test;controlfirst;study4first;2;9;no;no;study4
232;19.06.21;Indi;22;m;test;controlfirst;study3first;1;4;no;yes;study3
232;20.06.21;Nakuu;20;f;test;controlfirst;study4first;2;10;yes;no;study4
233;19.06.21;Indi;22;m;test;controlfirst;study3first;1;5;no;yes;study3
233;20.06.21;Nakuu;20;f;test;controlfirst;study4first;2;11;yes;yes;study4
234;19.06.21;Indi;22;m;test;controlfirst;study3first;1;6;no;yes;study3
234;20.06.21;Nakuu;20;f;test;controlfirst;study4first;2;12;yes;yes;study4
235;19.06.21;Baluku;23;m;test;controlfirst;study3first;2;7;no;yes;study3
235;19.06.21;Sally;30;f;test;controlfirst;study4first;2;7;yes;no;study4
236;19.06.21;Baluku;23;m;test;controlfirst;study3first;2;8;no;yes;study3
236;19.06.21;Sally;30;f;test;controlfirst;study4first;2;8;yes;yes;study4
237;19.06.21;Baluku;23;m;test;controlfirst;study3first;2;9;yes;yes;study3
237;19.06.21;Sally;30;f;test;controlfirst;study4first;2;9;yes;yes;study4
238;19.06.21;Baluku;23;m;test;controlfirst;study3first;2;10;no;yes;study3
238;19.06.21;Sally;30;f;test;controlfirst;study4first;2;10;yes;yes;study4
239;19.06.21;Baluku;23;m;test;controlfirst;study3first;2;11;yes;no;study3
239;19.06.21;Sally;30;f;test;controlfirst;study4first;2;11;yes;no;study4
240;19.06.21;Baluku;23;m;test;controlfirst;study3first;2;12;no;yes;study3
240;19.06.21;Sally;30;f;test;controlfirst;study4first;2;12;yes;yes;study4
241;20.06.21;Baluku;23;m;test;testfirst;study3first;1;1;yes;yes;study4
241;19.06.21;Bwambale;21;m;test;controlfirst;study3first;2;7;yes;yes;study3
242;20.06.21;Baluku;23;m;test;testfirst;study3first;1;2;yes;yes;study4
242;19.06.21;Bwambale;21;m;test;controlfirst;study3first;2;8;no;yes;study3
243;20.06.21;Baluku;23;m;test;testfirst;study3first;1;3;yes;no;study4
243;19.06.21;Bwambale;21;m;test;controlfirst;study3first;2;9;no;yes;study3
244;20.06.21;Baluku;23;m;test;testfirst;study3first;1;4;yes;yes;study4
244;19.06.21;Bwambale;21;m;test;controlfirst;study3first;2;10;no;yes;study3
245;20.06.21;Baluku;23;m;test;testfirst;study3first;1;5;yes;no;study4
245;19.06.21;Bwambale;21;m;test;controlfirst;study3first;2;11;yes;no;study3
246;20.06.21;Baluku;23;m;test;testfirst;study3first;1;6;yes;yes;study4
246;19.06.21;Bwambale;21;m;test;controlfirst;study3first;2;12;no;yes;study3
247;20.06.21;Bwambale;21;m;test;testfirst;study3first;1;1;yes;no;study4
247;19.06.21;Cocoa;14;f;test;controlfirst;study3first;1;1;no;yes;study3
248;20.06.21;Bwambale;21;m;test;testfirst;study3first;1;2;yes;yes;study4
248;19.06.21;Cocoa;14;f;test;controlfirst;study3first;1;2;no;yes;study3
249;20.06.21;Bwambale;21;m;test;testfirst;study3first;1;3;yes;yes;study4
249;19.06.21;Cocoa;14;f;test;controlfirst;study3first;1;3;yes;yes;study3
250;20.06.21;Bwambale;21;m;test;testfirst;study3first;1;4;yes;yes;study4
250;19.06.21;Cocoa;14;f;test;controlfirst;study3first;1;4;yes;no;study3
251;20.06.21;Bwambale;21;m;test;testfirst;study3first;1;5;yes;no;study4
251;19.06.21;Cocoa;14;f;test;controlfirst;study3first;1;5;yes;no;study3
252;20.06.21;Bwambale;21;m;test;testfirst;study3first;1;6;yes;no;study4
252;19.06.21;Cocoa;14;f;test;controlfirst;study3first;1;6;no;yes;study3
253;21.06.21;Cocoa;14;f;test;testfirst;study3first;1;1;no;no;study4
253;20.06.21;Indi;22;m;test;controlfirst;study3first;2;7;no;yes;study3
254;21.06.21;Cocoa;14;f;test;testfirst;study3first;1;2;no;no;study4
254;20.06.21;Indi;22;m;test;controlfirst;study3first;2;8;no;yes;study3
255;21.06.21;Cocoa;14;f;test;testfirst;study3first;1;3;yes;no;study4
255;20.06.21;Indi;22;m;test;controlfirst;study3first;2;9;no;yes;study3
256;21.06.21;Cocoa;14;f;test;testfirst;study3first;1;4;yes;yes;study4
256;20.06.21;Indi;22;m;test;controlfirst;study3first;2;10;no;yes;study3
257;21.06.21;Cocoa;14;f;test;testfirst;study3first;1;5;no;no;study4
257;20.06.21;Indi;22;m;test;controlfirst;study3first;2;11;no;yes;study3
258;21.06.21;Cocoa;14;f;test;testfirst;study3first;1;6;no;no;study4
258;20.06.21;Indi;22;m;test;controlfirst;study3first;2;12;no;yes;study3
259;21.06.21;Baluku;23;m;test;testfirst;study3first;2;7;yes;yes;study4
259;20.06.21;Sally;30;f;test;testfirst;study4first;1;1;no;yes;study3
260;21.06.21;Baluku;23;m;test;testfirst;study3first;2;8;yes;no;study4
260;20.06.21;Sally;30;f;test;testfirst;study4first;1;2;yes;yes;study3
261;21.06.21;Baluku;23;m;test;testfirst;study3first;2;9;yes;yes;study4
261;20.06.21;Sally;30;f;test;testfirst;study4first;1;3;yes;no;study3
262;21.06.21;Baluku;23;m;test;testfirst;study3first;2;10;yes;yes;study4
262;20.06.21;Sally;30;f;test;testfirst;study4first;1;4;yes;no;study3
263;21.06.21;Baluku;23;m;test;testfirst;study3first;2;11;yes;no;study4
263;20.06.21;Sally;30;f;test;testfirst;study4first;1;5;yes;no;study3
264;21.06.21;Baluku;23;m;test;testfirst;study3first;2;12;yes;no;study4
264;20.06.21;Sally;30;f;test;testfirst;study4first;1;6;no;yes;study3
265;21.06.21;Bwambale;21;m;test;testfirst;study3first;2;7;yes;no;study4
265;20.06.21;Nkuumwa;25;f;test;testfirst;study4first;1;1;no;yes;study3
266;21.06.21;Bwambale;21;m;test;testfirst;study3first;2;8;yes;yes;study4
266;20.06.21;Nkuumwa;25;f;test;testfirst;study4first;1;2;no;yes;study3
267;21.06.21;Bwambale;21;m;test;testfirst;study3first;2;9;yes;yes;study4
267;20.06.21;Nkuumwa;25;f;test;testfirst;study4first;1;3;yes;no;study3
268;21.06.21;Bwambale;21;m;test;testfirst;study3first;2;10;no;no;study4
268;20.06.21;Nkuumwa;25;f;test;testfirst;study4first;1;4;no;yes;study3
269;21.06.21;Bwambale;21;m;test;testfirst;study3first;2;11;yes;no;study4
269;20.06.21;Nkuumwa;25;f;test;testfirst;study4first;1;5;yes;yes;study3
270;21.06.21;Bwambale;21;m;test;testfirst;study3first;2;12;yes;no;study4
270;20.06.21;Nkuumwa;25;f;test;testfirst;study4first;1;6;yes;no;study3
271;20.06.21;Cocoa;14;f;test;controlfirst;study3first;2;7;yes;no;study3
271;21.06.21;Indi;22;m;test;testfirst;study3first;1;1;yes;yes;study4
272;20.06.21;Cocoa;14;f;test;controlfirst;study3first;2;8;no;yes;study3
272;21.06.21;Indi;22;m;test;testfirst;study3first;1;2;yes;yes;study4
273;20.06.21;Cocoa;14;f;test;controlfirst;study3first;2;9;no;yes;study3
273;21.06.21;Indi;22;m;test;testfirst;study3first;1;3;yes;no;study4
274;20.06.21;Cocoa;14;f;test;controlfirst;study3first;2;10;yes;no;study3
274;21.06.21;Indi;22;m;test;testfirst;study3first;1;4;yes;yes;study4
275;20.06.21;Cocoa;14;f;test;controlfirst;study3first;2;11;no;yes;study3
275;21.06.21;Indi;22;m;test;testfirst;study3first;1;5;yes;no;study4
276;20.06.21;Cocoa;14;f;test;controlfirst;study3first;2;12;yes;yes;study3
276;21.06.21;Indi;22;m;test;testfirst;study3first;1;6;yes;yes;study4
277;22.06.21;Indi;22;m;test;testfirst;study3first;2;7;yes;no;study4
277;21.06.21;Sally;30;f;test;testfirst;study4first;2;7;no;yes;study3
278;22.06.21;Indi;22;m;test;testfirst;study3first;2;8;yes;yes;study4
278;21.06.21;Sally;30;f;test;testfirst;study4first;2;8;yes;yes;study3
279;22.06.21;Indi;22;m;test;testfirst;study3first;2;9;yes;no;study4
279;21.06.21;Sally;30;f;test;testfirst;study4first;2;9;yes;no;study3
280;22.06.21;Indi;22;m;test;testfirst;study3first;2;10;yes;no;study4
280;21.06.21;Sally;30;f;test;testfirst;study4first;2;10;no;yes;study3
281;22.06.21;Indi;22;m;test;testfirst;study3first;2;11;yes;yes;study4
281;21.06.21;Sally;30;f;test;testfirst;study4first;2;11;yes;yes;study3
282;22.06.21;Indi;22;m;test;testfirst;study3first;2;12;yes;no;study4
282;21.06.21;Sally;30;f;test;testfirst;study4first;2;12;no;yes;study3
283;22.06.21;Cocoa;14;f;test;testfirst;study3first;2;7;yes;yes;study4
283;21.06.21;Nkuumwa;25;f;test;testfirst;study4first;2;7;no;yes;study3
284;22.06.21;Cocoa;14;f;test;testfirst;study3first;2;8;yes;no;study4
284;21.06.21;Nkuumwa;25;f;test;testfirst;study4first;2;8;yes;no;study3
285;22.06.21;Cocoa;14;f;test;testfirst;study3first;2;9;no;no;study4
285;21.06.21;Nkuumwa;25;f;test;testfirst;study4first;2;9;yes;yes;study3
286;22.06.21;Cocoa;14;f;test;testfirst;study3first;2;10;yes;yes;study4
286;21.06.21;Nkuumwa;25;f;test;testfirst;study4first;2;10;no;yes;study3
287;22.06.21;Cocoa;14;f;test;testfirst;study3first;2;11;no;no;study4
287;21.06.21;Nkuumwa;25;f;test;testfirst;study4first;2;11;yes;no;study3
288;22.06.21;Cocoa;14;f;test;testfirst;study3first;2;12;yes;no;study4
288;21.06.21;Nkuumwa;25;f;test;testfirst;study4first;2;12;no;yes;study3
289;22.06.21;Bwambale;21;m;control;testfirst;study3first;1;1;yes;no;study4
289;21.06.21;Nakuu;20;f;test;testfirst;study4first;1;1;no;yes;study3
290;22.06.21;Bwambale;21;m;control;testfirst;study3first;1;2;no;no;study4
290;21.06.21;Nakuu;20;f;test;testfirst;study4first;1;2;yes;no;study3
291;22.06.21;Bwambale;21;m;control;testfirst;study3first;1;3;yes;no;study4
291;21.06.21;Nakuu;20;f;test;testfirst;study4first;1;3;yes;yes;study3
292;22.06.21;Bwambale;21;m;control;testfirst;study3first;1;4;no;no;study4
292;21.06.21;Nakuu;20;f;test;testfirst;study4first;1;4;no;yes;study3
293;22.06.21;Bwambale;21;m;control;testfirst;study3first;1;5;yes;no;study4
293;21.06.21;Nakuu;20;f;test;testfirst;study4first;1;5;yes;yes;study3
294;22.06.21;Bwambale;21;m;control;testfirst;study3first;1;6;no;no;study4
294;21.06.21;Nakuu;20;f;test;testfirst;study4first;1;6;yes;yes;study3
295;22.06.21;Baluku;23;m;control;testfirst;study3first;1;1;yes;yes;study4
295;22.06.21;Nakuu;20;f;test;testfirst;study4first;2;7;yes;no;study3
296;22.06.21;Baluku;23;m;control;testfirst;study3first;1;2;yes;no;study4
296;22.06.21;Nakuu;20;f;test;testfirst;study4first;2;8;yes;no;study3
297;22.06.21;Baluku;23;m;control;testfirst;study3first;1;3;yes;yes;study4
297;22.06.21;Nakuu;20;f;test;testfirst;study4first;2;9;no;yes;study3
298;22.06.21;Baluku;23;m;control;testfirst;study3first;1;4;no;no;study4
298;22.06.21;Nakuu;20;f;test;testfirst;study4first;2;10;no;yes;study3
299;22.06.21;Baluku;23;m;control;testfirst;study3first;1;5;yes;no;study4
299;22.06.21;Nakuu;20;f;test;testfirst;study4first;2;11;yes;no;study3
300;22.06.21;Baluku;23;m;control;testfirst;study3first;1;6;yes;no;study4
300;22.06.21;Nakuu;20;f;test;testfirst;study4first;2;12;yes;no;study3
301;23.06.21;Indi;22;m;control;testfirst;study3first;1;1;yes;yes;study4
301;22.06.21;Sally;30;f;control;testfirst;study4first;1;1;yes;yes;study3
302;23.06.21;Indi;22;m;control;testfirst;study3first;1;2;yes;no;study4
302;22.06.21;Sally;30;f;control;testfirst;study4first;1;2;yes;yes;study3
303;23.06.21;Indi;22;m;control;testfirst;study3first;1;3;no;no;study4
303;22.06.21;Sally;30;f;control;testfirst;study4first;1;3;yes;no;study3
304;23.06.21;Indi;22;m;control;testfirst;study3first;1;4;yes;yes;study4
304;22.06.21;Sally;30;f;control;testfirst;study4first;1;4;yes;yes;study3
305;23.06.21;Indi;22;m;control;testfirst;study3first;1;5;yes;yes;study4
305;22.06.21;Sally;30;f;control;testfirst;study4first;1;5;yes;no;study3
306;23.06.21;Indi;22;m;control;testfirst;study3first;1;6;no;no;study4
306;22.06.21;Sally;30;f;control;testfirst;study4first;1;6;yes;yes;study3
307;23.06.21;Cocoa;14;f;control;testfirst;study3first;1;1;yes;no;study4
307;22.06.21;Nkuumwa;25;f;control;testfirst;study4first;1;1;yes;yes;study3
308;23.06.21;Cocoa;14;f;control;testfirst;study3first;1;2;no;no;study4
308;22.06.21;Nkuumwa;25;f;control;testfirst;study4first;1;2;no;yes;study3
309;23.06.21;Cocoa;14;f;control;testfirst;study3first;1;3;yes;no;study4
309;22.06.21;Nkuumwa;25;f;control;testfirst;study4first;1;3;yes;no;study3
310;23.06.21;Cocoa;14;f;control;testfirst;study3first;1;4;no;no;study4
310;22.06.21;Nkuumwa;25;f;control;testfirst;study4first;1;4;yes;no;study3
311;23.06.21;Cocoa;14;f;control;testfirst;study3first;1;5;no;no;study4
311;22.06.21;Nkuumwa;25;f;control;testfirst;study4first;1;5;yes;yes;study3
312;23.06.21;Cocoa;14;f;control;testfirst;study3first;1;6;no;no;study4
312;22.06.21;Nkuumwa;25;f;control;testfirst;study4first;1;6;no;yes;study3
313;23.06.21;Bwambale;21;m;control;testfirst;study3first;2;7;yes;yes;study4
313;23.06.21;Nakuu;20;f;control;testfirst;study4first;1;1;yes;no;study3
314;23.06.21;Bwambale;21;m;control;testfirst;study3first;2;8;yes;no;study4
314;23.06.21;Nakuu;20;f;control;testfirst;study4first;1;2;yes;yes;study3
315;23.06.21;Bwambale;21;m;control;testfirst;study3first;2;9;yes;yes;study4
315;23.06.21;Nakuu;20;f;control;testfirst;study4first;1;3;no;yes;study3
316;23.06.21;Bwambale;21;m;control;testfirst;study3first;2;10;yes;no;study4
316;23.06.21;Nakuu;20;f;control;testfirst;study4first;1;4;yes;yes;study3
317;23.06.21;Bwambale;21;m;control;testfirst;study3first;2;11;yes;yes;study4
317;23.06.21;Nakuu;20;f;control;testfirst;study4first;1;5;yes;no;study3
318;23.06.21;Bwambale;21;m;control;testfirst;study3first;2;12;yes;no;study4
318;23.06.21;Nakuu;20;f;control;testfirst;study4first;1;6;no;yes;study3
319;23.06.21;Baluku;23;m;control;testfirst;study3first;2;7;yes;yes;study4
319;23.06.21;Sally;30;f;control;testfirst;study4first;2;7;no;yes;study3
320;23.06.21;Baluku;23;m;control;testfirst;study3first;2;8;yes;no;study4
320;23.06.21;Sally;30;f;control;testfirst;study4first;2;8;yes;yes;study3
321;23.06.21;Baluku;23;m;control;testfirst;study3first;2;9;yes;no;study4
321;23.06.21;Sally;30;f;control;testfirst;study4first;2;9;yes;no;study3
322;23.06.21;Baluku;23;m;control;testfirst;study3first;2;10;yes;no;study4
322;23.06.21;Sally;30;f;control;testfirst;study4first;2;10;yes;yes;study3
323;23.06.21;Baluku;23;m;control;testfirst;study3first;2;11;yes;yes;study4
323;23.06.21;Sally;30;f;control;testfirst;study4first;2;11;yes;no;study3
324;23.06.21;Baluku;23;m;control;testfirst;study3first;2;12;yes;yes;study4
324;23.06.21;Sally;30;f;control;testfirst;study4first;2;12;yes;no;study3
325;24.06.21;Indi;22;m;control;testfirst;study3first;2;7;yes;yes;study4
325;23.06.21;Nkuumwa;25;f;control;testfirst;study4first;2;7;yes;yes;study3
326;24.06.21;Indi;22;m;control;testfirst;study3first;2;8;yes;no;study4
326;23.06.21;Nkuumwa;25;f;control;testfirst;study4first;2;8;no;yes;study3
327;24.06.21;Indi;22;m;control;testfirst;study3first;2;9;no;no;study4
327;23.06.21;Nkuumwa;25;f;control;testfirst;study4first;2;9;yes;no;study3
328;24.06.21;Indi;22;m;control;testfirst;study3first;2;10;yes;yes;study4
328;23.06.21;Nkuumwa;25;f;control;testfirst;study4first;2;10;no;yes;study3
329;24.06.21;Indi;22;m;control;testfirst;study3first;2;11;yes;yes;study4
329;23.06.21;Nkuumwa;25;f;control;testfirst;study4first;2;11;yes;no;study3
330;24.06.21;Indi;22;m;control;testfirst;study3first;2;12;yes;no;study4
330;23.06.21;Nkuumwa;25;f;control;testfirst;study4first;2;12;yes;yes;study3
331;24.06.21;Cocoa;14;f;control;testfirst;study3first;2;7;yes;no;study4
331;24.06.21;Nakuu;20;f;control;testfirst;study4first;2;7;yes;no;study3
332;24.06.21;Cocoa;14;f;control;testfirst;study3first;2;8;yes;yes;study4
332;24.06.21;Nakuu;20;f;control;testfirst;study4first;2;8;yes;no;study3
333;24.06.21;Cocoa;14;f;control;testfirst;study3first;2;9;no;no;study4
333;24.06.21;Nakuu;20;f;control;testfirst;study4first;2;9;yes;yes;study3
334;24.06.21;Cocoa;14;f;control;testfirst;study3first;2;10;yes;no;study4
334;24.06.21;Nakuu;20;f;control;testfirst;study4first;2;10;yes;yes;study3
335;24.06.21;Cocoa;14;f;control;testfirst;study3first;2;11;no;no;study4
335;24.06.21;Nakuu;20;f;control;testfirst;study4first;2;11;yes;no;study3
336;24.06.21;Cocoa;14;f;control;testfirst;study3first;2;12;yes;yes;study4
336;24.06.21;Nakuu;20;f;control;testfirst;study4first;2;12;no;yes;study3